<<<<<<< HEAD
Petition,URL,State,Signatures Count,Health,Crime/Safety,Government,Vehicles,Entertainment/Spectation,Socialising/Participation,Education,Environment,Animals
McClusky Law,https://petition.parliament.uk/archived/petitions/54677,Closed,1053,,,1,,,,,,
Removal of Dartford Crossing M25 Tolls,https://petition.parliament.uk/archived/petitions/1878,Closed,6627,,,,,,,,1,
STOP THE STRASBOURG CIRCUS,https://petition.parliament.uk/archived/petitions/37529,Closed,7223,,,1,,,,,,
Protect A&E services in Chichester,https://petition.parliament.uk/archived/petitions/69677,Closed,2166,1,,,,,,,,
4Growth - Reinvest the 4G auction proceeds in unlocking high-tech growth,https://petition.parliament.uk/archived/petitions/40019,Closed,2016,,,1,,,,,,
"Make St Georges Day a bank holiday in England, and St Davids Day in Wales",https://petition.parliament.uk/archived/petitions/5465,Closed,1579,,,1,,,,,,
Expert nursing care for for people at home,https://petition.parliament.uk/archived/petitions/30029,Closed,2874,1,,,,,,,,
Ban Halal Slaughter houses In the UK and sale of Halal Meat,https://petition.parliament.uk/archived/petitions/51469,Closed,10228,,,1,,,,,,
Change the Bereavement Leave from 3 days to up to 12 weeks,https://petition.parliament.uk/archived/petitions/3521,Closed,6562,,,1,,,,,,
"Petition for a televised debate between the Prime Minister and First Minister of Scotland, regarding Scottish independence.",https://petition.parliament.uk/archived/petitions/55155,Closed,1792,,,1,,,,,,
equal pensions for gurkhas,https://petition.parliament.uk/archived/petitions/56332,Closed,3191,,,1,,,,,,
Canvey Island Essex Flooding,https://petition.parliament.uk/archived/petitions/67802,Closed,1240,,1,,,,,,,
A Fair Deal for Everyone,https://petition.parliament.uk/archived/petitions/43230,Closed,4116,,,1,,,,,,
Confidential enquiry into the deaths of doctors subject to fitness to practice investigations by the General Medical Council,https://petition.parliament.uk/archived/petitions/54034,Closed,2112,,1,,,,,,,
Marta Andreasen MEP: Reduce Britain's contribution to the EU Budget,https://petition.parliament.uk/archived/petitions/19629,Closed,1164,,,1,,,,,,
Allow Military Veterans to have the letter MV after their name.,https://petition.parliament.uk/archived/petitions/76087,Closed,3759,,,1,,,,,,
Action against Christian Persecution,https://petition.parliament.uk/archived/petitions/27673,Closed,2515,,,1,,,,,,
That the government ratifies the UNESCO Convention on Intangible Cultural Heritgae,https://petition.parliament.uk/archived/petitions/46671,Closed,1153,,,,,,,,1,
Save our heritage: say no to VAT on work on listed buildings,https://petition.parliament.uk/archived/petitions/32056,Closed,13471,,,,,,,,1,
Reflux,https://petition.parliament.uk/archived/petitions/68614,Closed,6771,1,,,,,,,,
Change to dog breeding laws,https://petition.parliament.uk/archived/petitions/47461,Closed,6772,,,,,,,,,1
stop the dead baby joke book,https://petition.parliament.uk/archived/petitions/30532,Closed,3324,,1,,,,,,,
Alopecia Areata - Research Needed,https://petition.parliament.uk/archived/petitions/40068,Closed,4929,1,,,,,,,,
Life Sentence for murder to mean actual Life with no release,https://petition.parliament.uk/archived/petitions/39799,Closed,1490,,1,,,,,,,
A and E Crisis,https://petition.parliament.uk/archived/petitions/59367,Closed,1737,1,,,,,,,,
V.A.T Exempt Health & Fitness,https://petition.parliament.uk/archived/petitions/65980,Closed,1195,1,,,,,,,,
Support the Metal Theft Prevention Private Member's Bill,https://petition.parliament.uk/archived/petitions/21165,Closed,5804,,1,,,,,,,
Winter Fuel Payment for disabled and chronically sick people,https://petition.parliament.uk/archived/petitions/28892,Closed,1176,1,,,,,,,,
No more muslim immigration into the United Kingdom,https://petition.parliament.uk/archived/petitions/74730,Closed,1407,,,1,,,,,,
No to Nato military exercises in Ukraine,https://petition.parliament.uk/archived/petitions/64756,Closed,5660,,,1,,,,,,
Privatising Royal Mail,https://petition.parliament.uk/archived/petitions/49423,Closed,1711,,,1,,,,,,
Proposal to change August Bank Holiday to Alan Turing Day,https://petition.parliament.uk/archived/petitions/59421,Closed,1038,,,1,,,,,,
Referendum on BBC Licence Fee,https://petition.parliament.uk/archived/petitions/34655,Closed,4246,,,1,,,,,,
Ban The Burqa,https://petition.parliament.uk/archived/petitions/43313,Closed,13284,,,1,,,,,,
To Allow Doctors Dispensaries to dispense to patients who live within 1.6km of their nearest pharmacy.,https://petition.parliament.uk/archived/petitions/37910,Closed,2374,1,,,,,,,,
Fair VAT on e-publications for the academic community,https://petition.parliament.uk/archived/petitions/28226,Closed,2935,,,1,,,,,,
Bring our mother home from China,https://petition.parliament.uk/archived/petitions/53909,Closed,1782,,,1,,,,,,
Keep Richard III remains in Leicester,https://petition.parliament.uk/archived/petitions/39708,Closed,34479,,,,,,,,1,
Make Drivers aware of horse riders signals on the road campaign for a TV advert,https://petition.parliament.uk/archived/petitions/34346,Closed,1353,,1,,,,,,,
Protection of freedom bill - Parking control companies to pursue registered keepers for unpaid fines.,https://petition.parliament.uk/archived/petitions/12742,Closed,3117,,1,,,,,,,
fit security screws to all car number plates at point of sale & MOT to prevent their theft,https://petition.parliament.uk/archived/petitions/68647,Closed,2482,,1,,,,,,,
Title 'Architect' to include 'Architectural' & 'Architecture',https://petition.parliament.uk/archived/petitions/57096,Closed,1209,,,1,,,,,,
pulmonary fibrosis,https://petition.parliament.uk/archived/petitions/39490,Closed,1057,1,,,,,,,,
Do Not Force ISP Filtering of Pornography and Other Content,https://petition.parliament.uk/archived/petitions/51746,Closed,39173,,1,,,,,,,
Royal commission on policing,https://petition.parliament.uk/archived/petitions/4798,Closed,1725,,,1,,,,,,
SMA type 1 children to be given tracheostomy if and when needed!,https://petition.parliament.uk/archived/petitions/56982,Closed,6198,1,,,,,,,,
Motorcycle restriction law,https://petition.parliament.uk/archived/petitions/58743,Closed,1172,,,,1,,,,,
Revoke guidance prohibiting flexi-schooling,https://petition.parliament.uk/archived/petitions/47147,Closed,2218,,,,,,,1,,
justice for mothers and babies who suffered at the hands of Queens maternity unit Romford,https://petition.parliament.uk/archived/petitions/18269,Closed,1223,,1,,,,,,,
Leave the European Union,https://petition.parliament.uk/archived/petitions/97,Closed,4007,,,,1,,,,,
Bring severely injured children of Gaza to UK for treatment,https://petition.parliament.uk/archived/petitions/68040,Closed,20721,1,,,,,,,,
Resurrect the 'Wind Turbines (Minimum Distances from Residential Premises) Bill by Lord Reay,https://petition.parliament.uk/archived/petitions/33633,Closed,1484,,,,,,,,1,
A11 Thetford to Barton Mills - Central reservation barrier,https://petition.parliament.uk/archived/petitions/67873,Closed,4553,,1,,,,,,,
withdraw NHS Reform Bill,https://petition.parliament.uk/archived/petitions/5911,Closed,11552,1,,,,,,,,
Reject the proposal to remove Teaching Assistants from the classroom,https://petition.parliament.uk/archived/petitions/51629,Closed,5256,,,,,,,1,,
Bereavement Payment should apply to all next of kins.,https://petition.parliament.uk/archived/petitions/29796,Closed,3425,,,1,,,,,,
Abolish unpaid internships,https://petition.parliament.uk/archived/petitions/16255,Closed,1571,,,,,,,1,,
Core Services at Eastbourne DGH,https://petition.parliament.uk/archived/petitions/49224,Closed,1562,1,,,,,,,,
"BAN prong/pinch collars, spray collars, choke chains, shock collars and anything barbaric for animals UK",https://petition.parliament.uk/archived/petitions/58850,Closed,13136,,,,,,,,,1
State pension changes  for women born in 1953 and 1954,https://petition.parliament.uk/archived/petitions/44675,Closed,1065,,,1,,,,,,
winter fuel payments for ex pats,https://petition.parliament.uk/archived/petitions/73368,Closed,6192,,,1,,,,,,
amend the dangerous dogs act and end bsl,https://petition.parliament.uk/archived/petitions/23356,Closed,2689,,,,,,,,,1
Stop playing politics with international students,https://petition.parliament.uk/archived/petitions/37954,Closed,1007,,,,,,,1,,
Whistleblowing and Patient Safety ,https://petition.parliament.uk/archived/petitions/5741,Closed,1027,1,,,,,,,,
Call for Andrew Mitchell to resign,https://petition.parliament.uk/archived/petitions/39177,Closed,1282,,,1,,,,,,
stop privatisation of public sector prisons,https://petition.parliament.uk/archived/petitions/6270,Closed,1346,,1,,,,,,,
Scrap plans for the HS2 'Paving Bill',https://petition.parliament.uk/archived/petitions/46498,Closed,15361,,,,,,,,1,
HM Government must Recognise Gulf War Syndrome / Multi Systemic Disorder Illness,https://petition.parliament.uk/archived/petitions/53603,Closed,2292,1,,,,,,,,
Reduce MP wages to £67.50pw + travel,https://petition.parliament.uk/archived/petitions/30127,Closed,1081,,,1,,,,,,
H.M FORCES PENSIONS - Action against indexation review Apr 2011,https://petition.parliament.uk/archived/petitions/13978,Closed,9990,,,1,,,,,,
hedgerow regulations,https://petition.parliament.uk/archived/petitions/44531,Closed,2000,,,,,,,,1,
Reverse Ban on Holiday's During School Term Time,https://petition.parliament.uk/archived/petitions/59196,Closed,51403,,,,,,,1,,
Access to medicines for brain tumour patients,https://petition.parliament.uk/archived/petitions/74463,Closed,15157,1,,,,,,,,
Should Tracey Connelly be freed?,https://petition.parliament.uk/archived/petitions/55655,Closed,2425,,1,,,,,,,
PUBLIC INQUIRY FOR THE MURDER OF SIX MILITARY POLICEMEN,https://petition.parliament.uk/archived/petitions/57304,Closed,1395,,1,,,,,,,
David's Law - Allow deceased unmarried father's names to be added to Child's Birth Certificate by simple swearing of Affidavit,https://petition.parliament.uk/archived/petitions/72386,Closed,1692,,,1,,,,,,
Home Office to continue their funding of the National Wildlife Crime Unit,https://petition.parliament.uk/archived/petitions/43978,Closed,6750,,,,,,,,1,
The Legalisation of Cannabis,https://petition.parliament.uk/archived/petitions/38360,Closed,3207,,,1,,,,,,
Make road safety lessons a statutory part of the Key Stage 1 national curriculum,https://petition.parliament.uk/archived/petitions/51074,Closed,2154,,,,,,,1,,
Free Medical and Dental treatment for Service Veterans,https://petition.parliament.uk/archived/petitions/64796,Closed,2768,,,1,,,,,,
Repeal the Climate Change Act,https://petition.parliament.uk/archived/petitions/2035,Closed,1531,,,,,,,,1,
Petition to retain the ban on Capital Punishment ,https://petition.parliament.uk/archived/petitions/1090,Closed,33456,,1,,,,,,,
Will the Northern Ireland motorist suffer disproportionately from the removal of Local Driver & Vehicle Agency services and could crime rates rise?,https://petition.parliament.uk/archived/petitions/53758,Closed,1227,,1,,,,,,,
The ORR Insurance Cap Regulation Change Proposal,https://petition.parliament.uk/archived/petitions/44358,Closed,5926,,,,,1,,,,
Acknowledgement and support for parents of miscarriages,https://petition.parliament.uk/archived/petitions/43793,Closed,1666,1,,,,,,,,
"Police and Crime Commissioner (PCC) Nov 15th elections : My vote was a ""No"" vote",https://petition.parliament.uk/archived/petitions/41806,Closed,6208,,,1,,,,,,
Save Independent Living Fund from closure ( Save ILF ).,https://petition.parliament.uk/archived/petitions/24368,Closed,2513,1,,,,,,,,
Abolish Road Fund Tax for Motorcycles.,https://petition.parliament.uk/archived/petitions/36449,Closed,3049,,,,1,,,,,
Notorious criminals cashing-in on phone hacking compensation,https://petition.parliament.uk/archived/petitions/33458,Closed,68933,,1,,,,,,,
Protect Beckenham Golf Course,https://petition.parliament.uk/archived/petitions/70912,Closed,2152,,,,,,,,1,
Free parking for nhs staff,https://petition.parliament.uk/archived/petitions/66694,Closed,20299,1,,,,,,,,
invisible mums,https://petition.parliament.uk/archived/petitions/37254,Closed,1360,1,,,,,,,,
Fair Liability for Financial Advice,https://petition.parliament.uk/archived/petitions/52958,Closed,6813,,,1,,,,,,
Abolish age for mamagrams & smear tests,https://petition.parliament.uk/archived/petitions/52425,Closed,1453,1,,,,,,,,
Make the Ambulance service a emergency service ,https://petition.parliament.uk/archived/petitions/3825,Closed,6788,1,,,,,,,,
Let GP's do fit for work assessments instead of ATOS,https://petition.parliament.uk/archived/petitions/54430,Closed,5942,1,,,,,,,,
Shepperton Eco Park Incinerator,https://petition.parliament.uk/archived/petitions/69081,Closed,1254,,,,,,,,1,
Lower Thames Flood Relief Scheme(Datchet to Teddington),https://petition.parliament.uk/archived/petitions/61258,Closed,2956,,,,,,,,1,
Do not fund the Bexhill to Hastings Link Road,https://petition.parliament.uk/archived/petitions/45254,Closed,1463,,,,,,,,1,
Scan all babies at birth for Hip Dysplasia,https://petition.parliament.uk/archived/petitions/55946,Closed,2815,1,,,,,,,,
Restriction of personal allowances for non residents,https://petition.parliament.uk/archived/petitions/68507,Closed,2087,,,1,,,,,,
Identity cards for Military Veterans,https://petition.parliament.uk/archived/petitions/14243,Closed,12038,,,1,,,,,,
free prescription for lupus sufferers,https://petition.parliament.uk/archived/petitions/46284,Closed,1078,1,,,,,,,,
The government must change their policy on cardiac screening in young people,https://petition.parliament.uk/archived/petitions/31819,Closed,10735,1,,,,,,,,
opposition of the Deregulation Bill 2013-14 to 2014-15 (HL Bill 58),https://petition.parliament.uk/archived/petitions/74290,Closed,2909,,,1,,,,,,
Stop the Sale of Student Loans,https://petition.parliament.uk/archived/petitions/52145,Closed,20491,,,1,,,,,,
Bring Back Cheaper Holidays to Reduce Unauthorised School Absences,https://petition.parliament.uk/archived/petitions/52233,Closed,5723,,,,,,,1,,
Keep fox hunting banned,https://petition.parliament.uk/archived/petitions/4894,Closed,1066,,,,,,,,,1
Stop EU education lessons in british schools,https://petition.parliament.uk/archived/petitions/67503,Closed,1405,,,,,,,1,,
David Cameron and George Osbourne to Resign,https://petition.parliament.uk/archived/petitions/33327,Closed,32401,,,1,,,,,,
FREE PRESCRIPTIONS FOR PEOPLE WITH CYSTIC FIBROSIS,https://petition.parliament.uk/archived/petitions/51100,Closed,6484,1,,,,,,,,
Petition against the closure of rural village schools,https://petition.parliament.uk/archived/petitions/45516,Closed,1250,,,,,,,1,,
